Step,Time_stamp,Bacteria_Count,Glucose_Count,Metabolite_Count,Growth_Rate,Average_ATP,Min_ATP,Max_ATP,Total_ATP,ATP_StdDev,Total_Metabolites_Produced,Avg_Metabolites_Per_Bacteria,Avg_Metabolite_Concentration,Avg_Bacteria_X,Avg_Bacteria_Y,Bacteria_Spatial_Std,Avg_Glucose_X,Avg_Glucose_Y,Glucose_Spatial_Std,Glucose_Per_Bacteria,ATP_Per_Glucose,Metabolites_Per_Glucose,ATP_Per_Bacteria,Metabolites_Per_Bacteria
249,2025-06-20 11:56:43.939703,1,47,838,1.000,74.00,74.00,74.00,74.00,0.00,18,18.00,0.130,0.000017,0.000015,0.000000,0.000009,0.000007,0.000013,47.00,1.57,17.83,74.00,18.00
250,2025-06-20 11:56:43.939856,1,41,838,1.000,73.50,73.50,73.50,73.50,0.00,18,18.00,0.129,0.000017,0.000015,0.000000,0.000010,0.000008,0.000013,41.00,1.79,20.44,73.50,18.00
251,2025-06-20 11:56:43.940000,1,38,838,1.000,73.00,73.00,73.00,73.00,0.00,18,18.00,0.129,0.000017,0.000015,0.000000,0.000011,0.000009,0.000013,38.00,1.92,22.05,73.00,18.00
252,2025-06-20 11:56:43.940145,1,38,838,1.000,72.50,72.50,72.50,72.50,0.00,18,18.00,0.128,0.000017,0.000015,0.000000,0.000011,0.000009,0.000013,38.00,1.91,22.05,72.50,18.00
253,2025-06-20 11:56:43.940286,1,37,838,1.000,72.00,72.00,72.00,72.00,0.00,18,18.00,0.128,0.000017,0.000015,0.000000,0.000011,0.000010,0.000013,37.00,1.95,22.65,72.00,18.00
254,2025-06-20 11:56:43.940425,1,36,838,1.000,71.50,71.50,71.50,71.50,0.00,18,18.00,0.127,0.000018,0.000015,0.000000,0.000011,0.000010,0.000012,36.00,1.99,23.28,71.50,18.00
255,2025-06-20 11:56:43.940619,1,36,838,1.000,71.00,71.00,71.00,71.00,0.00,18,18.00,0.127,0.000018,0.000015,0.000000,0.000011,0.000009,0.000013,36.00,1.97,23.28,71.00,18.00
256,2025-06-20 11:56:43.940780,1,36,838,1.000,70.50,70.50,70.50,70.50,0.00,18,18.00,0.126,0.000018,0.000015,0.000000,0.000010,0.000007,0.000013,36.00,1.96,23.28,70.50,18.00
257,2025-06-20 11:56:43.940923,1,35,838,1.000,70.00,70.00,70.00,70.00,0.00,18,18.00,0.126,0.000018,0.000015,0.000000,0.000010,0.000008,0.000012,35.00,2.00,23.94,70.00,18.00
258,2025-06-20 11:56:43.941064,1,32,838,1.000,69.50,69.50,69.50,69.50,0.00,18,18.00,0.125,0.000018,0.000015,0.000000,0.000009,0.000009,0.000012,32.00,2.17,26.19,69.50,18.00
259,2025-06-20 11:56:43.941203,1,32,838,1.000,69.00,69.00,69.00,69.00,0.00,18,18.00,0.125,0.000017,0.000015,0.000000,0.000010,0.000008,0.000012,32.00,2.16,26.19,69.00,18.00
260,2025-06-20 11:56:43.941344,1,56,838,1.000,68.50,68.50,68.50,68.50,0.00,18,18.00,0.124,0.000017,0.000016,0.000000,0.000010,0.000010,0.000012,56.00,1.22,14.96,68.50,18.00
261,2025-06-20 11:56:43.941487,1,57,838,1.000,68.00,68.00,68.00,68.00,0.00,18,18.00,0.124,0.000017,0.000015,0.000000,0.000011,0.000010,0.000013,57.00,1.19,14.70,68.00,18.00
262,2025-06-20 11:56:43.941630,1,55,838,1.000,67.50,67.50,67.50,67.50,0.00,18,18.00,0.124,0.000017,0.000015,0.000000,0.000010,0.000010,0.000013,55.00,1.23,15.24,67.50,18.00
263,2025-06-20 11:56:43.941783,1,53,838,1.000,67.00,67.00,67.00,67.00,0.00,18,18.00,0.123,0.000018,0.000015,0.000000,0.000009,0.000009,0.000012,53.00,1.26,15.81,67.00,18.00
264,2025-06-20 11:56:43.941927,1,54,838,1.000,66.50,66.50,66.50,66.50,0.00,18,18.00,0.123,0.000018,0.000015,0.000000,0.000009,0.000008,0.000013,54.00,1.23,15.52,66.50,18.00
265,2025-06-20 11:56:43.942073,1,54,838,1.000,66.00,66.00,66.00,66.00,0.00,18,18.00,0.122,0.000018,0.000015,0.000000,0.000009,0.000007,0.000013,54.00,1.22,15.52,66.00,18.00
266,2025-06-20 11:56:43.942214,1,51,838,1.000,65.50,65.50,65.50,65.50,0.00,18,18.00,0.122,0.000018,0.000014,0.000000,0.000008,0.000008,0.000013,51.00,1.28,16.43,65.50,18.00
267,2025-06-20 11:56:43.942357,1,50,838,1.000,65.00,65.00,65.00,65.00,0.00,18,18.00,0.121,0.000018,0.000015,0.000000,0.000009,0.000007,0.000012,50.00,1.30,16.76,65.00,18.00
268,2025-06-20 11:56:43.942498,1,50,838,1.000,64.50,64.50,64.50,64.50,0.00,18,18.00,0.121,0.000018,0.000016,0.000000,0.000011,0.000008,0.000012,50.00,1.29,16.76,64.50,18.00
269,2025-06-20 11:56:43.942640,1,48,838,1.000,64.00,64.00,64.00,64.00,0.00,18,18.00,0.121,0.000018,0.000015,0.000000,0.000012,0.000008,0.000013,48.00,1.33,17.46,64.00,18.00
270,2025-06-20 11:56:43.942787,1,46,838,1.000,63.50,63.50,63.50,63.50,0.00,18,18.00,0.120,0.000018,0.000015,0.000000,0.000011,0.000009,0.000013,46.00,1.38,18.22,63.50,18.00
271,2025-06-20 11:56:43.942930,1,46,838,1.000,63.00,63.00,63.00,63.00,0.00,18,18.00,0.120,0.000017,0.000015,0.000000,0.000010,0.000009,0.000013,46.00,1.37,18.22,63.00,18.00
272,2025-06-20 11:56:43.943071,1,44,838,1.000,62.50,62.50,62.50,62.50,0.00,18,18.00,0.119,0.000017,0.000015,0.000000,0.000009,0.000008,0.000013,44.00,1.42,19.05,62.50,18.00
273,2025-06-20 11:56:43.943211,1,43,838,1.000,62.00,62.00,62.00,62.00,0.00,18,18.00,0.119,0.000017,0.000014,0.000000,0.000009,0.000007,0.000012,43.00,1.44,19.49,62.00,18.00
274,2025-06-20 11:56:43.943350,1,42,838,1.000,61.50,61.50,61.50,61.50,0.00,18,18.00,0.118,0.000018,0.000015,0.000000,0.000009,0.000006,0.000011,42.00,1.46,19.95,61.50,18.00
275,2025-06-20 11:56:43.943492,1,38,838,1.000,61.00,61.00,61.00,61.00,0.00,18,18.00,0.118,0.000017,0.000014,0.000000,0.000010,0.000005,0.000011,38.00,1.61,22.05,61.00,18.00
276,2025-06-20 11:56:43.943630,1,37,838,1.000,60.50,60.50,60.50,60.50,0.00,18,18.00,0.118,0.000017,0.000015,0.000000,0.000012,0.000006,0.000013,37.00,1.64,22.65,60.50,18.00
277,2025-06-20 11:56:43.943782,1,34,838,1.000,60.00,60.00,60.00,60.00,0.00,18,18.00,0.117,0.000017,0.000015,0.000000,0.000011,0.000007,0.000012,34.00,1.76,24.65,60.00,18.00
278,2025-06-20 11:56:43.943921,1,33,838,1.000,59.50,59.50,59.50,59.50,0.00,18,18.00,0.117,0.000018,0.000015,0.000000,0.000009,0.000008,0.000011,33.00,1.80,25.39,59.50,18.00
279,2025-06-20 11:56:43.944063,1,32,838,1.000,59.00,59.00,59.00,59.00,0.00,18,18.00,0.116,0.000017,0.000015,0.000000,0.000008,0.000009,0.000012,32.00,1.84,26.19,59.00,18.00
280,2025-06-20 11:56:43.944209,1,56,838,1.000,58.50,58.50,58.50,58.50,0.00,18,18.00,0.116,0.000017,0.000015,0.000000,0.000010,0.000012,0.000012,56.00,1.04,14.96,58.50,18.00
281,2025-06-20 11:56:43.944351,1,56,838,1.000,58.00,58.00,58.00,58.00,0.00,18,18.00,0.115,0.000017,0.000014,0.000000,0.000010,0.000011,0.000012,56.00,1.04,14.96,58.00,18.00
282,2025-06-20 11:56:43.944495,1,56,838,1.000,57.50,57.50,57.50,57.50,0.00,18,18.00,0.115,0.000017,0.000015,0.000000,0.000011,0.000009,0.000012,56.00,1.03,14.96,57.50,18.00
283,2025-06-20 11:56:43.944636,1,55,838,1.000,57.00,57.00,57.00,57.00,0.00,18,18.00,0.115,0.000018,0.000015,0.000000,0.000011,0.000008,0.000012,55.00,1.04,15.24,57.00,18.00
284,2025-06-20 11:56:43.944829,1,54,838,1.000,56.50,56.50,56.50,56.50,0.00,18,18.00,0.114,0.000018,0.000015,0.000000,0.000011,0.000007,0.000013,54.00,1.05,15.52,56.50,18.00
285,2025-06-20 11:56:43.944978,1,48,838,1.000,56.00,56.00,56.00,56.00,0.00,18,18.00,0.114,0.000018,0.000014,0.000000,0.000009,0.000007,0.000013,48.00,1.17,17.46,56.00,18.00
286,2025-06-20 11:56:43.945120,1,46,838,1.000,55.50,55.50,55.50,55.50,0.00,18,18.00,0.113,0.000018,0.000015,0.000000,0.000009,0.000007,0.000012,46.00,1.21,18.22,55.50,18.00
287,2025-06-20 11:56:43.945260,1,42,838,1.000,55.00,55.00,55.00,55.00,0.00,18,18.00,0.113,0.000018,0.000015,0.000000,0.000010,0.000007,0.000013,42.00,1.31,19.95,55.00,18.00
288,2025-06-20 11:56:43.945401,1,41,838,1.000,54.50,54.50,54.50,54.50,0.00,18,18.00,0.113,0.000019,0.000015,0.000000,0.000012,0.000008,0.000013,41.00,1.33,20.44,54.50,18.00
289,2025-06-20 11:56:43.945539,1,39,838,1.000,54.00,54.00,54.00,54.00,0.00,18,18.00,0.112,0.000019,0.000015,0.000000,0.000011,0.000009,0.000013,39.00,1.38,21.49,54.00,18.00
290,2025-06-20 11:56:43.945684,1,40,838,1.000,53.50,53.50,53.50,53.50,0.00,18,18.00,0.112,0.000018,0.000014,0.000000,0.000011,0.000009,0.000013,40.00,1.34,20.95,53.50,18.00
291,2025-06-20 11:56:43.945840,1,38,838,1.000,53.00,53.00,53.00,53.00,0.00,18,18.00,0.111,0.000019,0.000014,0.000000,0.000011,0.000009,0.000013,38.00,1.39,22.05,53.00,18.00
292,2025-06-20 11:56:43.945987,1,38,838,1.000,52.50,52.50,52.50,52.50,0.00,18,18.00,0.111,0.000019,0.000014,0.000000,0.000010,0.000008,0.000013,38.00,1.38,22.05,52.50,18.00
293,2025-06-20 11:56:43.946137,1,35,838,1.000,52.00,52.00,52.00,52.00,0.00,18,18.00,0.111,0.000019,0.000015,0.000000,0.000010,0.000008,0.000013,35.00,1.49,23.94,52.00,18.00
294,2025-06-20 11:56:43.946291,1,35,838,1.000,51.50,51.50,51.50,51.50,0.00,18,18.00,0.110,0.000019,0.000015,0.000000,0.000009,0.000008,0.000012,35.00,1.47,23.94,51.50,18.00
295,2025-06-20 11:56:43.946430,1,36,838,1.000,51.00,51.00,51.00,51.00,0.00,18,18.00,0.110,0.000019,0.000015,0.000000,0.000009,0.000007,0.000012,36.00,1.42,23.28,51.00,18.00
296,2025-06-20 11:56:43.946579,1,32,838,1.000,50.50,50.50,50.50,50.50,0.00,18,18.00,0.109,0.000020,0.000015,0.000000,0.000009,0.000008,0.000013,32.00,1.58,26.19,50.50,18.00
